statename,STATEFIP,YEAR,_TYPE_,_FREQ_,smartphonepct,comppct,broadbandpct,intpct,agepct
Alabama,1,2013,6,47836,,0.7664762742,0.8418641827,0.7625219684,41.633497784
Alabama,1,2014,6,47793,,0.7537938596,0.8294030617,0.7695833333,42.221538719
Alabama,1,2015,6,47476,,0.7551589762,0.8261038418,0.7893454964,42.635184093
Alabama,1,2016,6,47659,0.7648797054,0.745606104,0.7588949917,0.8415330672,42.542751631
Alabama,1,2017,6,47645,0.8173427253,0.7445845386,0.7483053965,0.863912381,42.679462693
Alabama,1,2018,6,47777,0.8411784105,0.7488842476,0.7433501078,0.8810377047,42.777570798
Alabama,1,2019,6,48928,0.8685245268,0.7521969876,0.7377537946,0.8923529791,43.420618051
Alabama,1,2020,6,39418,0.8919668343,0.7770830502,0.7727328544,0.9075982058,43.314069714
Alaska,2,2013,6,6748,,0.806446516,0.8035301534,0.7865381577,34.644190871
Alaska,2,2014,6,6787,,0.7933049108,0.7562893082,0.8332543818,34.845734492
Alaska,2,2015,6,6619,,0.8024049399,0.7287473129,0.8570035749,36.002417284
Alaska,2,2016,6,6815,0.849479331,0.7574944778,0.7087433762,0.8572104765,35.074688188
Alaska,2,2017,6,6746,0.8838359662,0.7466092229,0.7150903088,0.8488910164,35.940853839
Alaska,2,2018,6,6711,0.9006793918,0.7665803947,0.7331270547,0.8723714008,37.077931754
Alaska,2,2019,6,6663,0.9215334421,0.7445350734,0.6830433951,0.8719412724,37.051928561
Alaska,2,2020,6,6308,0.9330967169,0.8026619343,0.7076740506,0.9181898846,38.346544071
Arizona,4,2013,6,66532,,0.8235878356,0.8749466496,0.8176286043,39.860608429
Arizona,4,2014,6,66177,,0.8191919192,0.8628657941,0.8313762626,40.443719117
Arizona,4,2015,6,67014,,0.8222197902,0.8506312573,0.8522693516,40.690930253
Arizona,4,2016,6,68398,0.8099463602,0.8233256705,0.8198069869,0.8829731801,41.010438902
Arizona,4,2017,6,68863,0.8610117371,0.8272009012,0.8128928088,0.8968472651,41.39985188
Arizona,4,2018,6,69990,0.8838716437,0.832624899,0.8171372734,0.9085820337,41.700742963
Arizona,4,2019,6,70872,0.9109521205,0.842170616,0.8286404913,0.9239752251,42.347951236
Arizona,4,2020,6,53218,0.9176329228,0.8654250526,0.848023317,0.9367577851,42.882802811
Arkansas,5,2013,6,29591,,0.7495281171,0.7963165858,0.7468926956,41.4169511
Arkansas,5,2014,6,29369,,0.7461160346,0.7749296495,0.7624053676,41.834825837
Arkansas,5,2015,6,29605,,0.744017094,0.7641528306,0.7801282051,42.059348083
Arkansas,5,2016,6,29599,0.7681469592,0.7232031389,0.7035835085,0.8250757981,41.688469205
Arkansas,5,2017,6,30021,0.8241117821,0.7326920376,0.7042098303,0.8432804381,41.684221045
Arkansas,5,2018,6,30503,0.8521676101,0.7288416402,0.6860296854,0.8688043628,41.555978101
Arkansas,5,2019,6,30403,0.866786741,0.7297287936,0.7038279639,0.8799141007,42.328947801
Arkansas,5,2020,6,24654,0.8929941361,0.7452052379,0.740906093,0.8959481504,42.383710554
California,6,2013,6,371403,,0.8625459984,0.8929571069,0.8623970044,38.90982033
California,6,2014,6,372553,,0.8621615342,0.8831967483,0.8798696664,39.228493664
California,6,2015,6,374943,,0.8629484819,0.8780835527,0.8925478724,39.591676602
California,6,2016,6,376035,0.8575961216,0.8612820648,0.8480992692,0.9188232716,39.918161873
California,6,2017,6,377575,0.9044130661,0.8660593792,0.8507537931,0.9359167939,39.979792094
California,6,2018,6,378817,0.9217002299,0.8676140634,0.8473198489,0.9441979088,40.371144906
California,6,2019,6,380091,0.9334366303,0.8722111874,0.8507861395,0.9516317353,40.860457101
California,6,2020,6,303788,0.9441097923,0.8869980364,0.8585487081,0.9625730216,41.285054051
Colorado,8,2013,6,52107,,0.89456,0.8545186157,0.88784,39.49663193
Colorado,8,2014,6,52929,,0.8907362953,0.8519233389,0.8983511078,39.5216422
Colorado,8,2015,6,53570,,0.8933247853,0.8623118018,0.9091580215,39.885738286
Colorado,8,2016,6,54571,0.8521516667,0.886555424,0.8525709498,0.934247203,40.051290979
Colorado,8,2017,6,55600,0.8966027973,0.8911282763,0.8540741043,0.9416551052,40.088093525
Colorado,8,2018,6,55928,0.9127796598,0.890109072,0.8564870259,0.9497636154,40.308861393
Colorado,8,2019,6,57142,0.930439207,0.9037996765,0.8564207046,0.9614944304,40.996902454
Colorado,8,2020,6,48317,0.9387056422,0.9073671736,0.8711315112,0.9628678649,41.015957117
Connecticut,9,2013,6,36382,,0.8881758242,0.951495828,0.8922197802,41.462069155
Connecticut,9,2014,6,35985,,0.8874671237,0.9490611199,0.9025384911,42.237543421
Connecticut,9,2015,6,35787,,0.8898948685,0.9438153164,0.9112487715,42.329477184
Connecticut,9,2016,6,35657,0.8121316745,0.8752009048,0.9031495287,0.9254717543,42.771377289
Connecticut,9,2017,6,35978,0.872538002,0.8804341397,0.9021676208,0.9384574437,42.522624937
Connecticut,9,2018,6,36287,0.889789825,0.8748316843,0.8969013551,0.9432995726,42.764598892
Connecticut,9,2019,6,35578,0.9007970863,0.8739887154,0.8951677125,0.950562737,43.784080049
Connecticut,9,2020,6,29196,0.9196979326,0.8940521141,0.9006330856,0.963923885,43.342718181
Delaware,10,2013,6,8767,,0.8587510369,0.9281840832,0.8484417585,42.840082126
Delaware,10,2014,6,9014,,0.8532015174,0.9138525155,0.8733187723,42.456733969
Delaware,10,2015,6,9017,,0.8538213628,0.9161643836,0.8738489871,43.213818343
Delaware,10,2016,6,8873,0.8076698235,0.8487080557,0.8796320631,0.916052847,44.000901612
Delaware,10,2017,6,8943,0.8761164598,0.8362138963,0.8814512008,0.9350423385,43.942860338
Delaware,10,2018,6,9123,0.8793320371,0.8352968089,0.8576605849,0.9277135995,44.897073331
Delaware,10,2019,6,9261,0.9049642218,0.8630366726,0.8728456068,0.9471153846,45.003347371
Delaware,10,2020,6,7975,0.9209032088,0.8731018091,0.8861811523,0.9540472732,45.403636364
District of Columbia,11,2013,6,6572,,0.8441077441,0.9298060708,0.8436026936,38.413420572
District of Columbia,11,2014,6,6517,,0.8475836431,0.9261590099,0.8575532274,38.856529078
District of Columbia,11,2015,6,6610,,0.8603222056,0.9256231306,0.8739412058,38.352496218
District of Columbia,11,2016,6,6646,0.8551324503,0.8415562914,0.8887396892,0.8854304636,38.413331327
District of Columbia,11,2017,6,6565,0.8979625919,0.8560454242,0.8862218862,0.9074816299,38.360091394
District of Columbia,11,2018,6,6549,0.9202136538,0.8674678685,0.8901058781,0.9295610082,38.099862574
District of Columbia,11,2019,6,6647,0.9297500408,0.8928279693,0.9036421499,0.9433099167,38.59440349
District of Columbia,11,2020,6,5343,0.9500110595,0.900022119,0.9160971011,0.9575315196,38.216732173
Florida,12,2013,6,191034,,0.8539957701,0.9145595858,0.8499297741,43.732864307
Florida,12,2014,6,192673,,0.8531224467,0.9122535323,0.8607357946,44.096500288
Florida,12,2015,6,194548,,0.8535974157,0.9141475599,0.8773208268,44.390325267
Florida,12,2016,6,196828,0.8095129541,0.8484522364,0.8590412909,0.9023098496,44.721284573
Florida,12,2017,6,199644,0.8694937541,0.852744122,0.8599341254,0.9178172255,44.665184028
Florida,12,2018,6,202160,0.8934697625,0.8556044931,0.8566538664,0.9294010253,45.088083696
Florida,12,2019,6,205294,0.9103210683,0.8565137093,0.8555244871,0.9376128914,45.886499362
Florida,12,2020,6,132868,0.921694146,0.8728658462,0.8682310152,0.9495611716,45.817043984
Georgia,13,2013,6,96568,,0.8271808979,0.8868774506,0.8216138047,39.101255074
Georgia,13,2014,6,97519,,0.8176515535,0.8820282151,0.8318248835,39.353490089
Georgia,13,2015,6,97854,,0.8213619903,0.8817917876,0.843626117,39.938265171
Georgia,13,2016,6,98064,0.8142989985,0.8130591392,0.8313101508,0.882801227,40.264133627
Georgia,13,2017,6,99799,0.8648413323,0.8172147915,0.8196786185,0.8985785471,40.320884979
Georgia,13,2018,6,100855,0.8880521723,0.820257325,0.8195608595,0.9098114267,40.626146448
Georgia,13,2019,6,101652,0.9016170283,0.8256228859,0.8339368024,0.9172819899,41.269812694
Georgia,13,2020,6,64348,0.920296256,0.845756608,0.8441193963,0.9349901474,41.565005905
Hawaii,15,2013,6,14286,,0.8833555654,0.9209493063,0.8762412924,40.917891642
Hawaii,15,2014,6,14322,,0.8816559283,0.9197142371,0.8940976079,40.874109761
Hawaii,15,2015,6,14124,,0.8764415157,0.9191746952,0.9072936948,41.121566129
Hawaii,15,2016,6,14247,0.8388223924,0.8667757044,0.8819148046,0.9185190692,41.622727592
Hawaii,15,2017,6,14433,0.8822534383,0.8515849084,0.8749083802,0.9281459145,41.641931684
Hawaii,15,2018,6,14400,0.9032759003,0.8523996155,0.8796901477,0.9358130592,42.397430556
Hawaii,15,2019,6,14228,0.9194535682,0.8595103016,0.8878001767,0.9464765602,43.66790835
Hawaii,15,2020,6,14770,0.9312694845,0.8683390125,0.8872093915,0.9607772058,43.167975626
Idaho,16,2013,6,15786,,0.8626875408,0.7494327391,0.8482061318,39.20416825
Idaho,16,2014,6,15602,,0.8539222149,0.7474615133,0.8489782465,39.308037431
Idaho,16,2015,6,15725,,0.8611966708,0.7542933669,0.8722065666,39.653418124
Idaho,16,2016,6,15955,0.7869254078,0.8532654245,0.7708225556,0.8968473986,39.884048887
Idaho,16,2017,6,16536,0.8548638375,0.8517479903,0.7600926771,0.9129432293,39.669871795
Idaho,16,2018,6,16711,0.8849568434,0.8619605425,0.7482642469,0.9231812577,40.495960744
Idaho,16,2019,6,17360,0.9030349642,0.8502041058,0.7552348431,0.938768266,40.296198157
Idaho,16,2020,6,15486,0.9244950522,0.8706113596,0.7836583774,0.9569608242,41.109711998
Illinois,17,2013,6,128070,,0.848630243,0.8586247332,0.846129408,40.088521902
Illinois,17,2014,6,126650,,0.8414969412,0.8621563972,0.8574388865,40.641010659
Illinois,17,2015,6,126642,,0.8431388715,0.8571104581,0.8739653069,40.637979501
Illinois,17,2016,6,126334,0.809720077,0.8372911315,0.825026989,0.9042116479,41.113089113
Illinois,17,2017,6,126482,0.8672104189,0.8379072977,0.8267287406,0.9160820091,41.09709682
Illinois,17,2018,6,126456,0.8884457546,0.8385477305,0.821314841,0.9249093777,41.42436895
Illinois,17,2019,6,125007,0.8993279065,0.8367355458,0.8217297743,0.9299352953,42.289159807
Illinois,17,2020,6,116596,0.9160918593,0.8546263981,0.8395167822,0.9459726841,42.138503894
Indiana,18,2013,6,66363,,0.8197418761,0.8462201605,0.8125982252,40.090351551
Indiana,18,2014,6,66555,,0.8137475089,0.8353069998,0.8274285895,40.436466081
Indiana,18,2015,6,66045,,0.8166938397,0.8362141737,0.8381605447,40.713801196
Indiana,18,2016,6,66262,0.7742361133,0.8009761216,0.7978612415,0.8774919716,40.966149528
Indiana,18,2017,6,67004,0.8329850582,0.8026144202,0.7940170476,0.89226515,40.795042087
Indiana,18,2018,6,67680,0.8634709304,0.7998413538,0.7863839404,0.9030236103,40.835904255
Indiana,18,2019,6,67445,0.877289978,0.7964672258,0.786235259,0.9092911025,41.502498332
Indiana,18,2020,6,57082,0.8982544305,0.8164772619,0.8060841288,0.925113738,41.731281315
Iowa,19,2013,6,31817,,0.8454141765,0.8256227758,0.8357984708,41.489675331
Iowa,19,2014,6,31819,,0.8389915294,0.8203465902,0.8455612619,41.902605362
Iowa,19,2015,6,31900,,0.8393985763,0.8289941554,0.855831282,42.051097179
Iowa,19,2016,6,32106,0.7705352411,0.826709062,0.7908853366,0.8900039746,41.863826076
Iowa,19,2017,6,32456,0.8301119023,0.829258688,0.7892142217,0.9017819053,41.710531181
Iowa,19,2018,6,32362,0.8565341375,0.8198564358,0.7845739778,0.9130420532,42.071071009
Iowa,19,2019,6,32721,0.8687356247,0.8135022191,0.7830914369,0.9199196605,42.463402708
Iowa,19,2020,6,33035,0.8926512968,0.8247642127,0.8073988356,0.9272661776,42.653973059
Kansas,20,2013,6,29369,,0.8439148692,0.8387344981,0.8325018842,40.340937723
Kansas,20,2014,6,28802,,0.8316951072,0.8378997526,0.8351664413,40.969828484
Kansas,20,2015,6,28774,,0.8315376722,0.8355142691,0.8579228965,41.263710294
Kansas,20,2016,6,28590,0.7840800059,0.8199867149,0.8009764872,0.8877038896,41.222910108
Kansas,20,2017,6,29374,0.8475397481,0.8260417041,0.8097728387,0.9037433155,40.998570164
Kansas,20,2018,6,29567,0.875957121,0.8212187044,0.7973096669,0.9153103743,41.235972537
Kansas,20,2019,6,29697,0.8893298841,0.823487721,0.7967399843,0.9224635884,41.522813752
Kansas,20,2020,6,29508,0.9082705673,0.8370265255,0.8120623806,0.9351235309,42.357292938
Kentucky,21,2013,6,44997,,0.8010060833,0.8689665747,0.8021057557,40.744249617
Kentucky,21,2014,6,44868,,0.7917655072,0.8566460234,0.8115179557,40.972497103
Kentucky,21,2015,6,44749,,0.790459564,0.8641652386,0.8285127866,41.425506715
Kentucky,21,2016,6,44739,0.7621820411,0.7822438058,0.818301422,0.8668756925,41.301928966
Kentucky,21,2017,6,45209,0.8202396804,0.7732847431,0.8055982437,0.8759782279,41.236501582
Kentucky,21,2018,6,45475,0.8456093939,0.7810498468,0.8046582117,0.8964540982,41.459219351
Kentucky,21,2019,6,45649,0.8690712603,0.7769824043,0.8039809042,0.9044705122,42.234090561
Kentucky,21,2020,6,39052,0.8918686561,0.8024848855,0.8203245037,0.9234289201,42.097664652
Louisiana,22,2013,6,44627,,0.7613379219,0.862479945,0.7625165001,40.496896498
Louisiana,22,2014,6,43908,,0.7559476843,0.8464150451,0.7719436674,40.888949622
Louisiana,22,2015,6,43892,,0.757981142,0.8469225383,0.7938065381,41.360316231
Louisiana,22,2016,6,43598,0.7786829927,0.7442875048,0.7822191797,0.8356151176,41.968897656
Louisiana,22,2017,6,44024,0.8299904489,0.7481852913,0.7697947214,0.8566141356,41.40989006
Louisiana,22,2018,6,43589,0.8527910225,0.7471704474,0.7674233373,0.8727785002,41.764344215
Louisiana,22,2019,6,43896,0.8782756312,0.7485893267,0.7634807655,0.8837748661,42.650719883
Louisiana,22,2020,6,31513,0.9028953074,0.7675711588,0.7763209857,0.9066368278,42.685304478
Maine,23,2013,6,12982,,0.8586523612,0.8582917642,0.8378444282,44.884070251
Maine,23,2014,6,12962,,0.8509509428,0.8784753817,0.8423802139,44.824795556
Maine,23,2015,6,13059,,0.8584959582,0.8814697748,0.8613538009,45.145416954
Maine,23,2016,6,12460,0.7224510814,0.8493820803,0.8426653406,0.8918640577,44.789004815
Maine,23,2017,6,12583,0.7851436342,0.8496515383,0.8373201089,0.9073601904,44.70404514
Maine,23,2018,6,13275,0.8016951863,0.841356149,0.8307609476,0.9142811451,45.774387947
Maine,23,2019,6,13493,0.8269412879,0.834832702,0.8357300397,0.9195864899,46.47291188
Maine,23,2020,6,12997,0.8605785124,0.8551239669,0.843659157,0.9280165289,46.630530122
Maryland,24,2013,6,59033,,0.8854355153,0.9190859712,0.8838921412,40.593125879
Maryland,24,2014,6,58876,,0.8833827524,0.9195231919,0.8957049768,40.517358516
Maryland,24,2015,6,59332,,0.8837969095,0.9183454258,0.9022339956,40.798624688
Maryland,24,2016,6,59408,0.837051013,0.8797411437,0.8780435587,0.9240535346,41.363654727
Maryland,24,2017,6,59463,0.8887400881,0.8831718062,0.873951827,0.9395418502,41.461177539
Maryland,24,2018,6,59840,0.9012430092,0.8819754905,0.8741510112,0.9446694367,41.62391377
Maryland,24,2019,6,60237,0.9160551498,0.8864408848,0.881464753,0.9502187516,42.057456381
Maryland,24,2020,6,49319,0.9312303523,0.902395664,0.887254228,0.9622330623,41.977148766
Massachusetts,25,2013,6,68725,,0.893630693,0.9383693868,0.8932545529,40.843201164
Massachusetts,25,2014,6,68544,,0.8893221825,0.9399878402,0.9023053311,41.245623249
Massachusetts,25,2015,6,68785,,0.8918617439,0.9409889487,0.9145797329,41.424860071
Massachusetts,25,2016,6,69126,0.8190412305,0.8804268131,0.9040899061,0.9295508791,41.611882649
Massachusetts,25,2017,6,69635,0.8715829625,0.8826229203,0.905975292,0.938225854,41.644345516
Massachusetts,25,2018,6,70131,0.8900956894,0.8836805021,0.9005943807,0.9461093505,41.923500307
Massachusetts,25,2019,6,70579,0.9031702484,0.8809480262,0.900102651,0.9524767566,42.366001218
Massachusetts,25,2020,6,55939,0.9216466417,0.9005318101,0.906970476,0.9646641718,42.217558412
Michigan,26,2013,6,99441,,0.837860229,0.8118655933,0.8265027895,41.438742571
Michigan,26,2014,6,98180,,0.8322231076,0.8189440077,0.8386401062,42.13800163
Michigan,26,2015,6,98008,,0.8318593489,0.8180152915,0.8500367166,42.256754551
Michigan,26,2016,6,98145,0.7756607122,0.8183161004,0.7760087806,0.8864542044,42.601915533
Michigan,26,2017,6,99459,0.8351187606,0.8196788327,0.7685528591,0.9015848724,42.316100102
Michigan,26,2018,6,99419,0.8630298067,0.8178315328,0.7648691888,0.9133096056,42.774017039
Michigan,26,2019,6,100078,0.8779580868,0.8170464961,0.7717795246,0.9189442546,43.316383221
Michigan,26,2020,6,99831,0.901339609,0.8358925757,0.789251623,0.9323060868,43.744117559
Minnesota,27,2013,6,54988,,0.8678826814,0.7982147435,0.8589346488,41.056175893
Minnesota,27,2014,6,54297,,0.8634457436,0.8045348837,0.8671369214,41.58677275
Minnesota,27,2015,6,54811,,0.8692895589,0.8060564663,0.8810312793,41.844629728
Minnesota,27,2016,6,54115,0.7931690647,0.8572649075,0.788741053,0.9066037553,41.672068742
Minnesota,27,2017,6,55161,0.8557059741,0.8646233411,0.7939466954,0.9231851542,41.28391436
Minnesota,27,2018,6,55783,0.8735987339,0.8575277427,0.782261079,0.9281232926,42.242009214
Minnesota,27,2019,6,56670,0.8917045581,0.8562899708,0.7861307957,0.9320173007,42.547573672
Minnesota,27,2020,6,56116,0.908836541,0.86565584,0.8018307667,0.9428101486,43.144575522
Mississippi,28,2013,6,29648,,0.7128177587,0.7860439255,0.7037593985,40.070966001
Mississippi,28,2014,6,29255,,0.7039636364,0.771858229,0.7229818182,40.756998804
Mississippi,28,2015,6,29600,,0.7023112038,0.761284443,0.7361345746,40.964189189
Mississippi,28,2016,6,28986,0.7703424557,0.7057295478,0.6737415477,0.8065271477,41.258021114
Mississippi,28,2017,6,29096,0.822781119,0.7080736286,0.666877599,0.8356843448,41.315610393
Mississippi,28,2018,6,29124,0.8441435194,0.708106727,0.6605273619,0.8534146074,41.80771872
Mississippi,28,2019,6,29217,0.8649954587,0.7029972752,0.6592412113,0.8580926431,42.514563439
Mississippi,28,2020,6,20369,0.8795908374,0.7233799445,0.6979159946,0.8751836335,42.395552064
Missouri,29,2013,6,61699,,0.8166349663,0.8191558514,0.8088898028,41.2366651
Missouri,29,2014,6,61394,,0.8088283416,0.8137907987,0.8180080258,41.389875232
Missouri,29,2015,6,61586,,0.8100881556,0.8164115312,0.8325043735,41.571444809
Missouri,29,2016,6,61923,0.7771476401,0.8031806768,0.7721541968,0.8750960865,41.551346027
Missouri,29,2017,6,62073,0.8384932393,0.8041619836,0.7664665945,0.8904158578,41.321186345
Missouri,29,2018,6,62416,0.8600020336,0.8016709599,0.7575880445,0.9015557213,42.039461036
Missouri,29,2019,6,63174,0.8777154342,0.8014739134,0.7635835753,0.909940541,42.375423434
Missouri,29,2020,6,57730,0.8928544664,0.8196193046,0.788314355,0.9254908573,42.6018881
Montana,30,2013,6,10113,,0.844534329,0.7911811441,0.8211989214,41.753485613
Montana,30,2014,6,9878,,0.8354845535,0.7932098765,0.8294540838,42.557096578
Montana,30,2015,6,9841,,0.8353417938,0.7891935055,0.838861043,43.292653186
Montana,30,2016,6,10161,0.7185124307,0.8283336758,0.7695609517,0.8698376824,42.532821573
Montana,30,2017,6,10221,0.7826309853,0.8239516046,0.7867389994,0.8753204142,42.671265043
Montana,30,2018,6,10336,0.8294283983,0.8239749546,0.7691775291,0.8966875379,43.647736068
Montana,30,2019,6,10649,0.8555326865,0.8335783593,0.7620144832,0.915613055,43.974082073
Montana,30,2020,6,10615,0.8640368442,0.8378053664,0.7622330961,0.9224068883,44.155252002
Nebraska,31,2013,6,18835,,0.8453925296,0.8447073738,0.8277231045,40.331245023
Nebraska,31,2014,6,19181,,0.8411880754,0.8419739769,0.8460105217,40.645430374
Nebraska,31,2015,6,19089,,0.8413496052,0.8434437086,0.8675796565,40.982083923
Nebraska,31,2016,6,19017,0.7783622169,0.8339516084,0.8067688378,0.8906483583,40.87984435
Nebraska,31,2017,6,19545,0.8422016372,0.8440866006,0.816490973,0.9104911676,40.456638526
Nebraska,31,2018,6,19451,0.8637688985,0.8314794816,0.7995185074,0.919600432,41.086679348
Nebraska,31,2019,6,19766,0.8849077667,0.8299399288,0.8083142236,0.9262665462,41.411211171
Nebraska,31,2020,6,19607,0.8969476032,0.8459110942,0.8238511385,0.9361771587,42.158004794
Nevada,32,2013,6,26748,,0.8530916031,0.868595427,0.8604961832,40.19560341
Nevada,32,2014,6,26812,,0.8471156039,0.8759036699,0.8609865471,40.290093988
Nevada,32,2015,6,26988,,0.8481289884,0.8776314611,0.8778084054,40.698162146
Nevada,32,2016,6,27285,0.8332460341,0.8408784795,0.8479748633,0.8937443879,41.273043797
Nevada,32,2017,6,28413,0.8838820868,0.8406161359,0.8435335803,0.9163405264,40.897370922
Nevada,32,2018,6,28927,0.904513583,0.8472217328,0.8469705219,0.9251964342,41.336951637
Nevada,32,2019,6,29347,0.9116524394,0.8423207717,0.8547822114,0.9385106531,41.857941186
Nevada,32,2020,6,23088,0.9293495457,0.8575690458,0.858671749,0.945396194,42.237959113
New Hampshire,33,2013,6,13547,,0.9062645733,0.9205238608,0.900202083,42.659850889
New Hampshire,33,2014,6,13426,,0.910261443,0.9215981573,0.9127738086,43.087814688
New Hampshire,33,2015,6,13378,,0.9045762037,0.9222361584,0.9169120573,43.843399611
New Hampshire,33,2016,6,13428,0.7843400095,0.9011196972,0.8952118972,0.9372338748,43.519809354
New Hampshire,33,2017,6,13708,0.8470105963,0.90146183,0.8951282694,0.9469409854,43.591552378
New Hampshire,33,2018,6,13780,0.8656762374,0.9047032561,0.8834006762,0.9534292972,43.876632801
New Hampshire,33,2019,6,13896,0.8885768501,0.8951043643,0.8952141874,0.9559772296,44.432426598
New Hampshire,33,2020,6,12509,0.8997252747,0.9002403846,0.8923006834,0.9601648352,44.638580222
New Jersey,34,2013,6,88510,,0.8896260201,0.9544786878,0.8915869195,40.649892667
New Jersey,34,2014,6,88152,,0.8853476919,0.9532769528,0.8983669911,40.899650604
New Jersey,34,2015,6,87815,,0.8827943478,0.9516784666,0.9072502252,41.293309799
New Jersey,34,2016,6,87279,0.8408987906,0.8808291391,0.899033255,0.9250888534,41.699767413
New Jersey,34,2017,6,88114,0.8880179436,0.8862590013,0.8989654554,0.938708535,41.831388883
New Jersey,34,2018,6,88586,0.902547446,0.885193044,0.8934160476,0.9425313245,42.22826406
New Jersey,34,2019,6,88459,0.9126195321,0.8853432762,0.894518262,0.9508345193,42.503442273
New Jersey,34,2020,6,69923,0.9290095203,0.8929116319,0.8976047133,0.9614915171,42.35400369
New Mexico,35,2013,6,19714,,0.7278410596,0.8014369177,0.7128476821,39.63736431
New Mexico,35,2014,6,19283,,0.7158723312,0.7782423414,0.70525124,40.959498003
New Mexico,35,2015,6,19072,,0.7182667614,0.7776432607,0.7303426042,41.142879614
New Mexico,35,2016,6,19060,0.727470851,0.7148305546,0.756088588,0.7684973303,41.437670514
New Mexico,35,2017,6,19021,0.7840218878,0.7141997264,0.7621435736,0.7887277702,41.725776773
New Mexico,35,2018,6,19247,0.8072942069,0.7301251829,0.7505845138,0.8148268574,42.806203564
New Mexico,35,2019,6,19281,0.8432006902,0.7353068047,0.7571285476,0.8368920522,42.981951144
New Mexico,35,2020,6,15882,0.8650969343,0.7830549406,0.7645936059,0.8746897431,43.756831633
New York,36,2013,6,196165,,0.856291916,0.9229288995,0.8538639589,40.636510081
New York,36,2014,6,196276,,0.8557747207,0.925851365,0.8623730165,40.916632701
New York,36,2015,6,195742,,0.8562918597,0.9263586555,0.8753196067,41.146309939
New York,36,2016,6,196104,0.7956089094,0.8442796153,0.8626496822,0.8982222174,41.46349386
New York,36,2017,6,196585,0.848113791,0.8465757845,0.8613713182,0.912016348,41.572032454
New York,36,2018,6,196967,0.8653128619,0.8443035125,0.8545946911,0.9199457477,41.831281382
New York,36,2019,6,198788,0.8821273127,0.8446867791,0.852955642,0.9287042315,42.380294585
New York,36,2020,6,163958,0.9009887743,0.8558985269,0.867498407,0.9394359036,42.634625941
North Carolina,37,2013,6,97310,,0.8173196501,0.8862487994,0.814681042,40.909844826
North Carolina,37,2014,6,97830,,0.8181456469,0.8839012029,0.8291681005,41.246131044
North Carolina,37,2015,6,98184,,0.816221656,0.8932545991,0.8419694666,41.592540536
North Carolina,37,2016,6,99596,0.794584994,0.8150313461,0.8501662201,0.8787491146,41.612243464
North Carolina,37,2017,6,101233,0.8479759995,0.8193295694,0.8494103633,0.8970707723,41.78284749
North Carolina,37,2018,6,102523,0.8755693411,0.8232930072,0.8434387985,0.9088023742,42.081718249
North Carolina,37,2019,6,103516,0.8905924625,0.8235882569,0.8475388248,0.9195214569,42.58804436
